Wall time,Step,Value
1517226498.4819753,6,0.1027018204331398
1517226520.3647537,12,0.1061197891831398
1517226534.955359,16,0.1002604141831398
1517226545.905123,19,0.1005859375
1517226567.755772,25,0.0992838516831398
1517226611.4857643,37,0.0960286483168602
1517226626.0704298,41,0.0966796875
1517226633.361452,43,0.0997721329331398
1517226640.6964607,45,0.0999348983168602
1517226644.3336344,46,0.1053059920668602
1517226651.6245317,48,0.1028645858168602
1517226673.5091922,54,0.1077473983168602
1517226677.1409023,55,0.10546875
1517226680.7907655,56,0.09228515625
1517226684.4340425,57,0.1038411483168602
1517226717.267155,66,0.1062825545668602
1517226728.176039,69,0.0958658829331398
1517226739.107197,72,0.1062825545668602
1517226742.754523,73,0.1002604141831398
1517226746.3953688,74,0.1036783829331398
1517226750.0470846,75,0.1015625
1517226768.3170495,80,0.0934244766831398
1517226797.4846313,88,0.1017252579331398
1517226823.0198584,95,0.10205078125
1517226852.2166202,103,0.1046549454331398
1517226863.1403348,106,0.1007486954331398
1517226866.7871354,107,0.10009765625
1517226892.379006,114,0.0973307266831398
1517226910.6113648,119,0.1092122420668602
1517226939.7812066,127,0.0997721329331398
1517226950.722304,130,0.0979817733168602
1517226954.3681934,131,0.1012369766831398
1517226987.1583529,140,0.0970052108168602
1517226994.4363618,142,0.0994466170668602
1517226998.1322913,143,0.09912109375
1517227001.7796767,144,0.1025390625
1517227027.3091955,151,0.0947265625
1517227045.5441067,156,0.1004231795668602
1517227052.8376346,158,0.0955403670668602
1517227056.4833884,159,0.0989583358168602
1517227071.0669878,163,0.10107421875
1517227089.296373,168,0.0989583358168602
1517227092.9465816,169,0.09814453125
1517227103.8727214,172,0.0947265625
1517227125.7788534,178,0.099609375
1517227129.4337008,179,0.09912109375
1517227136.7292552,181,0.0919596329331398
1517227147.695124,184,0.099609375
1517227154.9735699,186,0.1053059920668602
1517227158.6248057,187,0.0968424454331398
1517227165.908383,189,0.1031901016831398
1517227173.1909604,191,0.095703125
1517227176.8427894,192,0.0973307266831398
1517227202.3430178,199,0.0989583358168602
1517227231.5295258,207,0.0970052108168602
1517227235.1737366,208,0.09912109375
1517227238.8846543,209,0.1041666641831398
1517227253.453628,213,0.0950520858168602
1517227289.9452107,223,0.0958658829331398
1517227293.5924816,224,0.09130859375
1517227300.897585,226,0.0919596329331398
1517227315.5016763,230,0.1015625
