Wall time,Step,Value
1517317806.262347,6,2.309375524520874
1517317853.2118561,19,2.304229497909546
1517317874.909654,25,2.304687023162842
1517317932.8575764,41,2.303434133529663
1517317940.0939443,43,2.3048250675201416
1517317951.0012276,46,2.3035776615142822
1517317998.566244,54,2.3039960861206055
1517318009.54488,57,2.302492141723633
1517318064.1436782,72,2.3036577701568604
1517318075.0626948,75,2.302692174911499
1517318148.1009898,95,2.3025853633880615
1517318196.761582,103,2.3024423122406006
1517318211.3570876,107,2.303086042404175
1517318284.3366115,127,2.3034350872039795
1517318331.7505896,140,2.3021483421325684
1517318408.9798632,156,2.3028714656829834
1517318419.9093943,159,2.3021490573883057
1517318452.7494757,168,2.302281379699707
1517318492.8981986,179,2.3026206493377686
1517318511.135546,184,2.301997423171997
1517318518.4290485,186,2.3016674518585205
1517318522.0600977,187,2.3022310733795166
1517318536.679005,191,2.302753448486328
1517318616.931982,208,2.3022868633270264
1517318697.1272204,230,2.3025033473968506
1517318715.3615398,235,2.302288770675659
1517318770.1731052,250,2.301568031311035
1517318809.4222467,256,2.3028080463409424
1517318827.6658633,261,2.3008267879486084
1517318853.2502282,268,2.301938772201538
1517318867.8748145,272,2.3019354343414307
1517318875.198892,274,2.3025267124176025
1517318944.4722319,293,2.302598237991333
1517319019.7183504,309,2.3019020557403564
1517319027.0033808,311,2.3008522987365723
1517319056.1912742,319,2.303335189819336
1517319100.0130045,331,2.302978515625
1517319132.786858,340,2.301213502883911
1517319161.9719322,348,2.302297353744507
1517319239.4234722,364,2.3029439449310303
1517319254.0458388,368,2.3031821250915527
1517319468.7341852,422,2.302386522293091
1517319472.3814893,423,2.3025453090667725
1517319534.406042,440,2.301750898361206
1517319545.3552647,443,2.303090810775757
1517319556.3025844,446,2.3026411533355713
1517319630.9857204,461,2.3007144927978516
1517319641.9680266,464,2.3010177612304688
1517319645.6121747,465,2.302293539047241
1517319682.1089058,475,2.302645444869995
1517319744.0924008,492,2.301401138305664
1517319751.3812084,494,2.301804542541504
1517319845.2864044,515,2.301978349685669
1517319907.2824373,532,2.3011720180511475
1517319925.522805,537,2.3018810749053955
1517320042.686983,564,2.302424907684326
1517320079.121995,574,2.3018300533294678
1517320101.0843925,580,2.301637649536133
1517320108.390258,582,2.3016602993011475
1517320126.6354413,587,2.3019678592681885
1517320130.28344,588,2.3010990619659424
1517320203.9535341,603,2.3014824390411377
1517320269.5776272,621,2.301450490951538
1517320276.8788674,623,2.3015596866607666
1517320320.6859047,635,2.3020291328430176
1517320346.2652192,642,2.300748586654663
1517320349.930934,643,2.3017470836639404
1517320357.2281604,645,2.301363229751587
1517320368.183426,648,2.3025083541870117
1517320375.475862,650,2.3033313751220703
1517320436.921712,662,2.30165696144104
1517320473.412737,672,2.303278684616089
1517320517.1982133,684,2.3014419078826904
1517320535.4383008,689,2.3019587993621826
