Wall time,Step,Value
1517202477.7477717,6,0.2150065153837204
1517202499.501924,12,0.2024739533662796
1517202513.9652305,16,0.2096354216337204
1517202524.8439646,19,0.203125
1517202546.6654706,25,0.2994791567325592
1517202590.3500445,37,0.3870442807674408
1517202604.911647,41,0.4345703125
1517202612.217263,43,0.4523111879825592
1517202619.6058168,45,0.44482421875
1517202623.2456536,46,0.4322916567325592
1517202630.5465536,48,0.46435546875
1517202652.4199033,54,0.5478515625
1517202656.0659838,55,0.5458984375
1517202659.7199488,56,0.56640625
1517202663.358016,57,0.5807291865348816
1517202696.150079,66,0.61279296875
1517202707.088897,69,0.6002604365348816
1517202718.0091965,72,0.65087890625
1517202721.6575022,73,0.6487630009651184
1517202725.314922,74,0.6243489384651184
1517202728.961667,75,0.6197916865348816
1517202747.225698,80,0.6490885615348816
1517202776.3305829,88,0.66796875
1517202801.812051,95,0.6761067509651184
1517202830.949358,103,0.6590169072151184
1517202841.8983712,106,0.6678059697151184
1517202845.5463598,107,0.6700846552848816
1517202871.1091504,114,0.6751301884651184
1517202889.3303711,119,0.67626953125
1517202918.514534,127,0.6844075322151184
1517202929.441641,130,0.6720377802848816
1517202933.0734513,131,0.6805012822151184
1517202965.8744638,140,0.6775715947151184
1517202973.1951525,142,0.6717122197151184
1517202976.8964891,143,0.67431640625
1517202980.5278778,144,0.6790364384651184
1517203006.0720923,151,0.6689453125
1517203024.2679648,156,0.6785481572151184
1517203031.572802,158,0.6845703125
1517203035.2078197,159,0.6726887822151184
1517203049.8077073,163,0.6744791865348816
1517203068.0458682,168,0.6775715947151184
1517203071.6907122,169,0.6819661259651184
1517203082.613315,172,0.6844075322151184
1517203104.5389488,178,0.6722005009651184
1517203108.1836383,179,0.6728515625
1517203115.4736497,181,0.6717122197151184
1517203126.4192054,184,0.6775715947151184
1517203133.7105963,186,0.6759440302848816
1517203137.3564756,187,0.6775715947151184
1517203144.6518788,189,0.68115234375
1517203151.946977,191,0.6876627802848816
1517203155.5883067,192,0.6754557490348816
1517203181.1435032,199,0.6826171875
1517203210.3243575,207,0.6827799677848816
1517203213.9732316,208,0.6796875
1517203217.680125,209,0.6809895634651184
1517203232.2651038,213,0.6746419072151184
1517203268.74937,223,0.6857096552848816
1517203272.4066515,224,0.68310546875
1517203279.6966946,226,0.6803385615348816
1517203294.3000028,230,0.6769205927848816
1517203305.2199323,233,0.6741536259651184
1517203308.866552,234,0.67626953125
1517203312.5217552,235,0.673828125
1517203323.462549,238,0.6837565302848816
1517203367.2856157,250,0.6814778447151184
1517203389.1780593,256,0.677734375
1517203400.145055,259,0.6800130009651184
1517203407.4260218,261,0.6735026240348816
1517203411.0649905,262,0.6761067509651184
1517203418.3550162,264,0.67236328125
1517203432.9307537,268,0.6785481572151184
1517203447.4991198,272,0.6748046875
1517203454.8069358,274,0.6754557490348816
1517203473.0737789,279,0.6796875
1517203524.1532772,293,0.6748046875
1517203542.3846073,298,0.6774088740348816
1517203546.0186937,299,0.6837565302848816
1517203560.6189015,303,0.685546875
1517203564.258215,304,0.67822265625
1517203578.8839927,308,0.6832682490348816
1517203582.5283046,309,0.6790364384651184
1517203589.8329306,311,0.6834309697151184
1517203600.8039136,314,0.6783854365348816
1517203619.0338745,319,0.6785481572151184
1517203622.6777372,320,0.68603515625
1517203644.5748622,326,0.6819661259651184
1517203648.2143295,327,0.6796875
1517203651.8698344,328,0.6813151240348816
1517203662.8011343,331,0.6774088740348816
1517203695.641611,340,0.6593424677848816
1517203702.9491332,342,0.6754557490348816
1517203724.830361,348,0.6844075322151184
1517203772.249564,361,0.6829426884651184
1517203783.1986594,364,0.6813151240348816
1517203797.7952628,368,0.6813151240348816
1517203812.3956535,372,0.6853840947151184
1517203819.7270539,374,0.6814778447151184
1517203834.2833128,378,0.6780598759651184
1517203837.9376218,379,0.68798828125
1517203841.5938225,380,0.6813151240348816
1517203848.8917785,382,0.6818034052848816
1517203867.1301894,387,0.6681315302848816
1517203885.3585746,392,0.6818034052848816
1517203888.9989324,393,0.6847330927848816
1517203947.4205139,409,0.6803385615348816
1517203972.9477944,416,0.6775715947151184
1517203994.801435,422,0.6700846552848816
1517203998.4575095,423,0.6767578125
1517204005.7513363,425,0.68115234375
1517204027.621491,431,0.6756184697151184
1517204060.503051,440,0.681640625
1517204067.8041239,442,0.6730143427848816
1517204071.4299138,443,0.6866862177848816
1517204082.367806,446,0.6798502802848816
1517204104.2407987,452,0.6852213740348816
1517204133.4341815,460,0.685546875
1517204137.0687208,461,0.6751301884651184
1517204148.0178874,464,0.69140625
1517204151.6734676,465,0.6754557490348816
1517204184.5244575,474,0.6800130009651184
1517204188.1683154,475,0.6813151240348816
1517204228.2942312,486,0.6775715947151184
1517204239.2269416,489,0.6832682490348816
1517204242.8655946,490,0.6765950322151184
1517204250.1649919,492,0.6837565302848816
1517204257.4471743,494,0.6803385615348816
1517204308.5054786,508,0.6827799677848816
1517204326.7294476,513,0.6767578125
1517204334.0246897,515,0.6809895634651184
1517204344.9489665,518,0.68798828125
1517204370.4909875,525,0.6736653447151184
1517204374.1244333,526,0.68017578125
1517204396.0002227,532,0.6844075322151184
1517204403.2959516,534,0.6803385615348816
1517204406.9382794,535,0.67578125
1517204414.2445252,537,0.6795247197151184
1517204417.882517,538,0.6759440302848816
1517204428.8432212,541,0.6845703125
1517204436.1426227,543,0.6865234375
1517204454.373736,548,0.67578125
1517204457.9994633,549,0.68505859375
1517204490.8200524,558,0.69189453125
1517204498.124197,560,0.6813151240348816
1517204512.7414966,564,0.6808268427848816
1517204516.3970714,565,0.68212890625
1517204534.646259,570,0.6795247197151184
1517204549.2749546,574,0.6834309697151184
1517204552.9153295,575,0.6805012822151184
1517204563.8435407,578,0.68115234375
1517204571.1346207,580,0.6798502802848816
1517204578.4244227,582,0.6901041865348816
1517204582.0820332,583,0.6871744990348816
1517204585.7212243,584,0.6725260615348816
1517204589.3782506,585,0.6756184697151184
1517204596.672173,587,0.6736653447151184
1517204600.3112547,588,0.6826171875
1517204618.5432842,593,0.67529296875
1517204622.1830015,594,0.6751301884651184
1517204647.723695,601,0.68505859375
1517204655.0125031,603,0.6865234375
1517204676.9543104,609,0.685546875
1517204684.246864,611,0.689453125
1517204702.4973848,616,0.6780598759651184
1517204720.7272205,621,0.68408203125
1517204728.0459723,623,0.6756184697151184
1517204771.7639165,635,0.67822265625
1517204797.3308747,642,0.6790364384651184
1517204800.9700596,643,0.6861979365348816
1517204808.282517,645,0.6751301884651184
1517204811.9162395,646,0.6814778447151184
1517204815.5709713,647,0.6759440302848816
1517204819.2169807,648,0.6819661259651184
1517204826.5220726,650,0.6780598759651184
1517204837.438578,653,0.6726887822151184
1517204852.035201,657,0.6829426884651184
1517204870.2580879,662,0.6832682490348816
1517204881.2070107,665,0.68359375
1517204895.758284,669,0.6796875
1517204906.7423334,672,0.6756184697151184
1517204910.396875,673,0.6803385615348816
1517204917.6902173,675,0.685546875
1517204921.3435862,676,0.67724609375
1517204928.6483817,678,0.6778971552848816
1517204932.290176,679,0.6775715947151184
1517204935.9391856,680,0.6814778447151184
1517204946.8735492,683,0.6805012822151184
1517204950.5279136,684,0.685546875
1517204968.7743943,689,0.6770833134651184
1517204972.414629,690,0.6754557490348816
1517204997.9289684,697,0.6796875
1517205008.857036,700,0.681640625
