Wall time,Step,Value
1517226498.4819753,6,0.1002558246254921
1517226520.3647537,12,0.10004081577062607
1517226534.955359,16,0.09994951635599136
1517226545.905123,19,0.10000590234994888
1517226567.755772,25,0.10002128034830093
1517226611.4857643,37,0.09997179359197617
1517226626.0704298,41,0.09993042796850204
1517226633.361452,43,0.10007381439208984
1517226640.6964607,45,0.10003900527954102
1517226644.3336344,46,0.10005532950162888
1517226651.6245317,48,0.09995292872190475
1517226673.5091922,54,0.09996718168258667
1517226677.1409023,55,0.1000446304678917
1517226680.7907655,56,0.09991253167390823
1517226684.4340425,57,0.10003602504730225
1517226717.267155,66,0.10005057603120804
1517226728.176039,69,0.09995643049478531
1517226739.107197,72,0.09996286779642105
1517226742.754523,73,0.09998158365488052
1517226746.3953688,74,0.09998892992734909
1517226750.0470846,75,0.10004083067178726
1517226768.3170495,80,0.09994205087423325
1517226797.4846313,88,0.10000395774841309
1517226823.0198584,95,0.09996291995048523
1517226852.2166202,103,0.10000691562891006
1517226863.1403348,106,0.10001575946807861
1517226866.7871354,107,0.10001838207244873
1517226892.379006,114,0.09996351599693298
1517226910.6113648,119,0.09999209642410278
1517226939.7812066,127,0.09998444467782974
1517226950.722304,130,0.10003072023391724
1517226954.3681934,131,0.0999872013926506
1517226987.1583529,140,0.09995665401220322
1517226994.4363618,142,0.09999298304319382
1517226998.1322913,143,0.10000599175691605
1517227001.7796767,144,0.10002607107162476
1517227027.3091955,151,0.0998951718211174
1517227045.5441067,156,0.10002056509256363
1517227052.8376346,158,0.09997614473104477
1517227056.4833884,159,0.10003087669610977
1517227071.0669878,163,0.10005699843168259
1517227089.296373,168,0.10001496225595474
1517227092.9465816,169,0.10006452351808548
1517227103.8727214,172,0.09999632835388184
1517227125.7788534,178,0.09998390823602676
1517227129.4337008,179,0.1000235304236412
1517227136.7292552,181,0.0999750867486
1517227147.695124,184,0.09997910261154175
1517227154.9735699,186,0.10003296285867691
1517227158.6248057,187,0.09998749941587448
1517227165.908383,189,0.10003691166639328
1517227173.1909604,191,0.09999857097864151
1517227176.8427894,192,0.09997183084487915
1517227202.3430178,199,0.1000329777598381
1517227231.5295258,207,0.10000243037939072
1517227235.1737366,208,0.0999886617064476
1517227238.8846543,209,0.10007939487695694
1517227253.453628,213,0.0999821349978447
1517227289.9452107,223,0.09996775537729263
1517227293.5924816,224,0.10001816600561142
1517227300.897585,226,0.09997507184743881
1517227315.5016763,230,0.10000103712081909
1517227326.4369004,233,0.10002747923135757
1517227330.0831604,234,0.09999749809503555
1517227333.7279034,235,0.09999960660934448
1517227344.6607974,238,0.0999971404671669
1517227388.4402359,250,0.10003315657377243
1517227410.3065805,256,0.09996888786554337
1517227421.2489169,259,0.10001295804977417
1517227428.5505178,261,0.10000857710838318
1517227432.2043076,262,0.10001388192176819
1517227439.4798226,264,0.09996417909860611
1517227454.0731764,268,0.0999704897403717
1517227468.6362636,272,0.09997227042913437
1517227475.920703,274,0.1000371053814888
1517227494.2241678,279,0.10000047087669373
1517227545.329637,293,0.10004591941833496
1517227563.5362585,298,0.09998274594545364
1517227567.1909807,299,0.0999833270907402
1517227581.7792873,303,0.1000123992562294
1517227585.4220507,304,0.10001036524772644
1517227600.0548813,308,0.10004466772079468
1517227603.6946964,309,0.09998627752065659
1517227610.9877777,311,0.10002312809228897
1517227621.9160872,314,0.0999816432595253
1517227640.1438577,319,0.09987900406122208
1517227643.7923253,320,0.09994674474000931
1517227665.6717026,326,0.09997469186782837
1517227669.3185394,327,0.09997294098138809
1517227672.9634867,328,0.10001195222139359
1517227683.8869615,331,0.09997976571321487
1517227716.7454376,340,0.09999322891235352
1517227724.0736077,342,0.100025974214077
1517227745.9537594,348,0.10000896453857422
1517227793.3422976,361,0.0999913439154625
1517227804.296344,364,0.09999298304319382
1517227818.871444,368,0.1000429019331932
1517227833.4602094,372,0.10000908374786377
1517227840.787781,374,0.09998106211423874
1517227855.353475,378,0.09999560564756393
1517227858.9956665,379,0.10001374036073685
1517227862.6419182,380,0.09998471289873123
1517227869.9329357,382,0.0999755784869194
1517227888.1662652,387,0.09995799511671066
1517227906.3836243,392,0.10001907497644424
1517227910.0248258,393,0.10004767775535583
1517227968.4062302,409,0.09995225816965103
1517227993.9343212,416,0.0999927818775177
1517228015.797462,422,0.09999299794435501
1517228019.4471917,423,0.09999784827232361
1517228026.7366037,425,0.09999347478151321
1517228048.577698,431,0.0999823808670044
1517228081.4513228,440,0.10000904649496078
1517228088.7397401,442,0.09999265521764755
1517228092.3840508,443,0.10002320259809494
1517228103.3041892,446,0.10000879317522049
1517228125.1932597,452,0.09999818354845047
1517228154.3581972,460,0.09998831897974014
1517228158.01317,461,0.0999966636300087
1517228168.9526746,464,0.09999772161245346
1517228172.5985048,465,0.10001274198293686
1517228205.4437819,474,0.09999840706586838
1517228209.0950172,475,0.10000303387641907
1517228249.209573,486,0.09996630996465683
1517228260.140249,489,0.10007897019386292
1517228263.7935195,490,0.10003276914358139
1517228271.0765798,492,0.1000295951962471
1517228278.3585057,494,0.09997575730085373
1517228329.4107625,508,0.10003459453582764
1517228347.6256764,513,0.10002831369638443
1517228354.9378579,515,0.09998872876167297
1517228365.8696246,518,0.10001721978187561
1517228391.3591087,525,0.10004627704620361
1517228395.0128298,526,0.10000992566347122
1517228416.8738332,532,0.10006675124168396
1517228424.1618073,534,0.10002836585044861
1517228427.7964747,535,0.09992717951536179
1517228435.090426,537,0.10000801831483841
1517228438.7302785,538,0.1000228300690651
1517228449.7052248,541,0.09999831765890121
1517228457.0021703,543,0.09994006156921387
1517228475.2376652,548,0.10002118349075317
1517228478.8830578,549,0.10003199428319931
1517228511.712415,558,0.09999265521764755
1517228519.0034318,560,0.0999930277466774
1517228533.5950203,564,0.10001223534345627
1517228537.238215,565,0.09997615963220596
1517228555.4577284,570,0.09999140352010727
1517228570.104933,574,0.09998408704996109
1517228573.7427206,575,0.10004812479019165
1517228584.655017,578,0.09995909780263901
1517228591.949608,580,0.10001953691244125
1517228599.222726,582,0.1000344455242157
1517228602.8739893,583,0.09999877214431763
1517228606.5222385,584,0.0999847948551178
1517228610.1669497,585,0.10001600533723831
1517228617.456011,587,0.10005844384431839
1517228621.1022537,588,0.09998327493667603
1517228639.3350873,593,0.10003191977739334
1517228642.9797883,594,0.09999123960733414
1517228668.487309,601,0.1000073254108429
1517228675.7773776,603,0.10003602504730225
1517228697.6958034,609,0.10003497451543808
1517228704.976619,611,0.10004820674657822
1517228723.2143245,616,0.09998943656682968
1517228741.4492831,621,0.10001907497644424
1517228748.7206645,623,0.09998214244842529
1517228792.4467769,635,0.09998628497123718
1517228818.0337152,642,0.10000409930944443
1517228821.6814702,643,0.10005129128694534
1517228828.9828932,645,0.1000232920050621
1517228832.6306944,646,0.1000068187713623
1517228836.279006,647,0.10000086575746536
1517228839.939357,648,0.09994590282440186
1517228847.248369,650,0.09995973110198975
1517228858.203228,653,0.09998957067728043
1517228872.7827003,657,0.09998176246881485
1517228890.987564,662,0.10000967979431152
1517228901.9197676,665,0.10000977665185928
1517228916.5070515,669,0.09994247555732727
1517228927.4955323,672,0.10001367330551147
1517228931.1369052,673,0.099976547062397
1517228938.428324,675,0.09999636560678482
1517228942.0775871,676,0.10002603381872177
1517228949.363592,678,0.09998347610235214
1517228953.0153036,679,0.0999952182173729
1517228956.6627529,680,0.10001453012228012
1517228967.6213286,683,0.09998152405023575
1517228971.2681112,684,0.10003382712602615
1517228989.5032423,689,0.1000121459364891
1517228993.14766,690,0.10009384900331497
1517229018.650502,697,0.10002365708351135
1517229029.5988126,700,0.1000150814652443
1517229044.2158108,704,0.10001489520072937
1517229055.1512532,707,0.10002410411834717
1517229062.428713,709,0.10001084953546524
1517229069.7136996,711,0.09997553378343582
1517229084.3049555,715,0.09999687224626541
1517229098.8900087,719,0.09999647736549377
1517229109.8496823,722,0.0999673381447792
1517229113.496438,723,0.09998983144760132
1517229117.139247,724,0.09997013211250305
1517229120.7841318,725,0.09999064356088638
1517229142.6731958,731,0.09998068958520889
1517229164.6114056,737,0.10002535581588745
1517229171.9143682,739,0.10000612586736679
1517229175.5690887,740,0.1000911295413971
1517229190.1472578,744,0.0999612808227539
1517229201.0820975,747,0.09999864548444748
1517229204.7278416,748,0.10001254081726074
1517229215.6930344,751,0.09999819844961166
1517229219.342263,752,0.10005557537078857
1517229222.9809427,753,0.09999636560678482
1517229230.2791715,755,0.10002166777849197
1517229237.5746055,757,0.10006163269281387
1517229259.4431298,763,0.10000678151845932
1517229270.3880265,766,0.10001698136329651
1517229274.042245,767,0.09998628497123718
1517229285.0314772,770,0.10000994056463242
1517229288.6755745,771,0.10001718997955322
1517229292.3214128,772,0.10000094026327133
1517229299.6133366,774,0.099970243871212
1517229303.2530425,775,0.09998533129692078
1517229325.1355712,781,0.10006488114595413
1517229339.7089276,785,0.10002908855676651
1517229343.3502498,786,0.10002904385328293
1517229350.6356263,788,0.1000208854675293
1517229357.9487388,790,0.10000898689031601
1517229365.2473145,792,0.10000783205032349
1517229368.8978033,793,0.09996840357780457
1517229372.5506423,794,0.10000839084386826
1517229376.2004044,795,0.09999554604291916
1517229379.8521175,796,0.10003215074539185
1517229390.7858233,799,0.10000231862068176
1517229405.4211721,803,0.10001587867736816
1517229416.354029,806,0.10005376487970352
1517229423.6542385,808,0.09998636692762375
1517229427.2950747,809,0.09999305009841919
1517229430.93483,810,0.10003551095724106
1517229452.8199341,816,0.09998414665460587
1517229456.4622514,817,0.09999463707208633
1517229463.7739992,819,0.09998274594545364
1517229474.7419991,822,0.09999104589223862
1517229489.3335497,826,0.10000038892030716
1517229500.2602496,829,0.10001150518655777
1517229511.1869967,832,0.10000864416360855
1517229514.8352318,833,0.0999956950545311
1517229522.138789,835,0.1000303253531456
1517229529.4808803,837,0.1000220775604248
1517229536.7723036,839,0.09999217838048935
1517229554.9918287,844,0.09997280687093735
1517229565.9356844,847,0.10002779960632324
1517229573.2366486,849,0.10000216960906982
1517229642.5539868,868,0.10002174228429794
1517229649.9055686,870,0.09998595714569092
1517229653.5431938,871,0.09996577352285385
1517229668.1013374,875,0.10003630071878433
1517229675.3877554,877,0.1000133529305458
1517229689.9776168,881,0.09997189790010452
1517229697.2941883,883,0.09998364001512527
1517229704.5861251,885,0.10000588744878769
1517229715.5205874,888,0.09996422380208969
1517229722.8076465,890,0.0999966636300087
1517229726.4511013,891,0.09999555349349976
1517229733.7275312,893,0.10001245886087418
1517229748.3098361,897,0.10002555698156357
1517229762.8790753,901,0.10001654177904129
1517229788.456979,908,0.1000412330031395
1517229792.1042325,909,0.10000119358301163
1517229795.7454748,910,0.10002072900533676
1517229799.3965206,911,0.09998968243598938
1517229806.6801083,913,0.10001102089881897
1517229817.6046484,916,0.10002497583627701
1517229824.8869157,918,0.10003326088190079
1517229835.8063302,921,0.1000143513083458
1517229839.4516697,922,0.10000208765268326
1517229843.0860262,923,0.10002564638853073
1517229846.7342327,924,0.10004127770662308
1517229875.891321,932,0.10002177953720093
1517229879.5380218,933,0.10003063827753067
1517229890.5034497,936,0.10000327974557877
1517229916.0103931,943,0.10002022981643677
1517229926.9338796,946,0.09999702125787735
1517229956.1014018,954,0.09999611228704453
1517229959.7538412,955,0.10002392530441284
1517229967.0571446,957,0.09997972100973129
1517229970.6970806,958,0.10004394501447678
1517229974.3393037,959,0.09999799728393555
1517229985.2775998,962,0.10000642389059067
1517229988.9117656,963,0.1000157818198204
1517229996.2182372,965,0.10002311319112778
